Date,Close,Volume,Ticker
2022-11-09,897.6199951171875,569500.0,MELI
2022-11-10,935.530029296875,1263500.0,MELI
2022-11-11,974.8900146484375,838900.0,MELI
2022-11-14,959.5800170898438,509000.0,MELI
2022-11-15,1020.6799926757812,711500.0,MELI
2022-11-16,972.8200073242188,690500.0,MELI
2022-11-17,927.1300048828125,720300.0,MELI
2022-11-18,962.0800170898438,636100.0,MELI
2022-11-21,963.030029296875,293100.0,MELI
2022-11-22,957.1599731445312,431900.0,MELI
2022-11-23,962.4299926757812,387200.0,MELI
2022-11-25,951.5700073242188,178900.0,MELI
2022-11-28,921.3400268554688,505600.0,MELI
2022-11-29,889.260009765625,688800.0,MELI
2022-11-30,930.989990234375,838100.0,MELI
2022-12-01,941.010009765625,502200.0,MELI
2022-12-02,945.0700073242188,485800.0,MELI
2022-12-05,881.9000244140625,597100.0,MELI
2022-12-06,863.0900268554688,414000.0,MELI
2022-12-07,863.8099975585938,587700.0,MELI
2022-12-08,884.239990234375,433400.0,MELI
2022-12-09,896.47998046875,409500.0,MELI
2022-12-12,880.25,518100.0,MELI
2022-12-13,870.6500244140625,880500.0,MELI
2022-12-14,867.2999877929688,579600.0,MELI
2022-12-15,835.0900268554688,652100.0,MELI
2022-12-16,843.97998046875,731000.0,MELI
2022-12-19,884.27001953125,723800.0,MELI
2022-12-20,875.9099731445312,540300.0,MELI
2022-12-21,900.0999755859375,409900.0,MELI
2022-12-22,873.260009765625,470100.0,MELI
2022-12-23,878.3200073242188,288100.0,MELI
2022-12-27,854.2999877929688,294000.0,MELI
2022-12-28,839.5700073242188,475300.0,MELI
2022-12-29,866.280029296875,443900.0,MELI
2022-12-30,846.239990234375,365600.0,MELI
2023-01-03,826.1099853515625,775500.0,MELI
2023-01-04,837.4400024414062,404900.0,MELI
2023-01-05,856.0900268554688,415200.0,MELI
2023-01-06,873.469970703125,343000.0,MELI
2023-01-09,897.3099975585938,451800.0,MELI
2023-01-10,915.780029296875,270200.0,MELI
2023-01-11,936.7999877929688,466100.0,MELI
2023-01-12,1024.31005859375,1132200.0,MELI
2023-01-13,1082.9200439453125,1237100.0,MELI
2023-01-17,1070.0,593800.0,MELI
2023-01-18,1068.9200439453125,794400.0,MELI
2023-01-19,1072.739990234375,769400.0,MELI
2023-01-20,1098.0899658203125,504700.0,MELI
2023-01-23,1095.0,582100.0,MELI
2023-01-24,1109.9100341796875,441000.0,MELI
2023-01-25,1130.6400146484375,475600.0,MELI
2023-01-26,1188.5799560546875,826200.0,MELI
2023-01-27,1221.27001953125,702500.0,MELI
2023-01-30,1161.800048828125,758700.0,MELI
2023-01-31,1181.68994140625,496700.0,MELI
2023-02-01,1214.2900390625,603300.0,MELI
2023-02-02,1226.5799560546875,653900.0,MELI
2023-02-03,1187.25,556400.0,MELI
2023-02-06,1175.43994140625,486600.0,MELI
2023-02-07,1173.81005859375,820600.0,MELI
2023-02-08,1166.9000244140625,376000.0,MELI
2023-02-09,1143.6500244140625,330900.0,MELI
2023-02-10,1104.949951171875,400200.0,MELI
2023-02-13,1112.3199462890625,288100.0,MELI
2023-02-14,1132.31005859375,389800.0,MELI
2023-02-15,1159.5999755859375,338700.0,MELI
2023-02-16,1119.6400146484375,394300.0,MELI
2023-02-17,1100.8699951171875,427500.0,MELI
2023-02-21,1099.3299560546875,656900.0,MELI
2023-02-22,1118.260009765625,683300.0,MELI
2023-02-23,1136.260009765625,720500.0,MELI
2023-02-24,1156.8800048828125,1089900.0,MELI
2023-02-27,1182.989990234375,701600.0,MELI
2023-02-28,1220.0,568700.0,MELI
2023-03-01,1208.719970703125,580400.0,MELI
2023-03-02,1218.52001953125,359600.0,MELI
2023-03-03,1226.739990234375,556800.0,MELI
2023-03-06,1256.260009765625,624100.0,MELI
2023-03-07,1264.9100341796875,559600.0,MELI
2023-03-08,1252.5699462890625,318100.0,MELI
2023-03-09,1201.7900390625,456000.0,MELI
2023-03-10,1168.0400390625,662000.0,MELI
2023-03-13,1162.3299560546875,531400.0,MELI
2023-03-14,1214.9599609375,471400.0,MELI
2023-03-15,1188.9599609375,475000.0,MELI
2023-03-16,1214.739990234375,495500.0,MELI
2023-03-17,1201.1500244140625,641800.0,MELI
2023-03-20,1182.75,376700.0,MELI
2023-03-21,1220.4200439453125,419700.0,MELI
2023-03-22,1186.6300048828125,381500.0,MELI
2023-03-23,1191.550048828125,406900.0,MELI
2023-03-24,1187.280029296875,424600.0,MELI
2023-03-27,1191.7900390625,355600.0,MELI
2023-03-28,1196.739990234375,251700.0,MELI
2023-03-29,1224.8800048828125,373700.0,MELI
2023-03-30,1266.800048828125,463900.0,MELI
2023-03-31,1318.06005859375,719200.0,MELI
2023-04-03,1313.6400146484375,393600.0,MELI
2023-04-04,1301.9000244140625,285500.0,MELI
2023-04-05,1250.050048828125,473100.0,MELI
2023-04-06,1245.0,323700.0,MELI
2023-04-10,1251.6199951171875,289800.0,MELI
2023-04-11,1285.06005859375,403400.0,MELI
2023-04-12,1256.0400390625,393400.0,MELI
2023-04-13,1296.1199951171875,344000.0,MELI
2023-04-14,1301.8800048828125,248000.0,MELI
2023-04-17,1314.739990234375,241600.0,MELI
2023-04-18,1321.469970703125,274000.0,MELI
2023-04-19,1308.2900390625,209900.0,MELI
2023-04-20,1293.77001953125,286600.0,MELI
2023-04-21,1281.9200439453125,262100.0,MELI
2023-04-24,1273.6199951171875,316600.0,MELI
2023-04-25,1229.550048828125,341400.0,MELI
2023-04-26,1235.6300048828125,315700.0,MELI
2023-04-27,1244.9200439453125,300900.0,MELI
2023-04-28,1277.489990234375,446200.0,MELI
2023-05-01,1291.6500244140625,267300.0,MELI
2023-05-02,1255.739990234375,376000.0,MELI
2023-05-03,1279.989990234375,566200.0,MELI
2023-05-04,1213.3800048828125,1238700.0,MELI
2023-05-05,1243.5899658203125,478300.0,MELI
2023-05-08,1284.5,451300.0,MELI
2023-05-09,1248.050048828125,469100.0,MELI
2023-05-10,1288.9200439453125,535000.0,MELI
2023-05-11,1296.52001953125,334600.0,MELI
2023-05-12,1279.6700439453125,275800.0,MELI
2023-05-15,1296.800048828125,507900.0,MELI
2023-05-16,1275.3900146484375,347600.0,MELI
2023-05-17,1320.1500244140625,458600.0,MELI
2023-05-18,1332.489990234375,349900.0,MELI
2023-05-19,1310.8800048828125,511500.0,MELI
2023-05-22,1339.6199951171875,604300.0,MELI
2023-05-23,1299.8299560546875,491900.0,MELI
2023-05-24,1284.1300048828125,326200.0,MELI
2023-05-25,1249.9100341796875,368300.0,MELI
2023-05-26,1282.260009765625,409100.0,MELI
2023-05-30,1249.719970703125,515100.0,MELI
2023-05-31,1239.0,637500.0,MELI
2023-06-01,1258.02001953125,344300.0,MELI
2023-06-02,1270.6700439453125,402000.0,MELI
2023-06-05,1289.489990234375,272900.0,MELI
2023-06-06,1254.449951171875,478800.0,MELI
2023-06-07,1208.2900390625,571600.0,MELI
2023-06-08,1209.739990234375,447500.0,MELI
2023-06-09,1208.550048828125,447300.0,MELI
2023-06-12,1238.1500244140625,399800.0,MELI
2023-06-13,1209.52001953125,500400.0,MELI
2023-06-14,1211.8399658203125,360900.0,MELI
2023-06-15,1223.77001953125,389500.0,MELI
2023-06-16,1194.739990234375,779900.0,MELI
2023-06-20,1197.739990234375,436000.0,MELI
2023-06-21,1210.9000244140625,387600.0,MELI
2023-06-22,1241.510009765625,452000.0,MELI
2023-06-23,1226.489990234375,779700.0,MELI
2023-06-26,1155.510009765625,582500.0,MELI
2023-06-27,1162.0899658203125,522300.0,MELI
2023-06-28,1207.68994140625,409600.0,MELI
2023-06-29,1171.449951171875,382400.0,MELI
2023-06-30,1184.5999755859375,489600.0,MELI
2023-07-03,1193.75,237000.0,MELI
2023-07-05,1247.3599853515625,614900.0,MELI
2023-07-06,1153.5899658203125,912500.0,MELI
2023-07-07,1153.8199462890625,503100.0,MELI
2023-07-10,1087.1500244140625,1409200.0,MELI
2023-07-11,1121.5799560546875,585800.0,MELI
2023-07-12,1141.1300048828125,448200.0,MELI
2023-07-13,1146.719970703125,383400.0,MELI
2023-07-14,1135.719970703125,471300.0,MELI
2023-07-17,1179.1700439453125,547200.0,MELI
2023-07-18,1208.6600341796875,641200.0,MELI
2023-07-19,1225.75,558100.0,MELI
2023-07-20,1198.3399658203125,627700.0,MELI
2023-07-21,1221.030029296875,1116300.0,MELI
2023-07-24,1198.4300537109375,441700.0,MELI
2023-07-25,1181.8399658203125,475000.0,MELI
2023-07-26,1176.22998046875,435700.0,MELI
2023-07-27,1169.9000244140625,628300.0,MELI
2023-07-28,1225.02001953125,447400.0,MELI
2023-07-31,1238.050048828125,504300.0,MELI
2023-08-01,1210.4000244140625,380800.0,MELI
2023-08-02,1164.81005859375,747000.0,MELI
2023-08-03,1323.1099853515625,1593900.0,MELI
2023-08-04,1296.1600341796875,797000.0,MELI
2023-08-07,1358.81005859375,710700.0,MELI
2023-08-08,1328.3599853515625,523800.0,MELI
2023-08-09,1312.6600341796875,418300.0,MELI
2023-08-10,1387.06005859375,651500.0,MELI
2023-08-11,1330.0,616300.0,MELI
2023-08-14,1296.52001953125,653100.0,MELI
2023-08-15,1286.0400390625,329900.0,MELI
2023-08-16,1247.43994140625,525700.0,MELI
2023-08-17,1196.56005859375,579200.0,MELI
2023-08-18,1199.5899658203125,502300.0,MELI
2023-08-21,1228.510009765625,447800.0,MELI
2023-08-22,1242.72998046875,330300.0,MELI
2023-08-23,1258.8699951171875,429900.0,MELI
2023-08-24,1215.31005859375,357200.0,MELI
2023-08-25,1237.8399658203125,310900.0,MELI
2023-08-28,1249.4599609375,213300.0,MELI
2023-08-29,1304.6600341796875,644900.0,MELI
2023-08-30,1343.1300048828125,494900.0,MELI
2023-08-31,1372.3599853515625,678100.0,MELI
2023-09-01,1421.6400146484375,549200.0,MELI
2023-09-05,1435.050048828125,621200.0,MELI
2023-09-06,1425.969970703125,735600.0,MELI
2023-09-07,1436.3499755859375,503600.0,MELI
2023-09-08,1428.18994140625,509500.0,MELI
2023-09-11,1422.9300537109375,433000.0,MELI
2023-09-12,1399.1400146484375,370300.0,MELI
2023-09-13,1397.4599609375,362400.0,MELI
2023-09-14,1383.4300537109375,472400.0,MELI
2023-09-15,1396.6600341796875,451000.0,MELI
2023-09-18,1383.72998046875,288000.0,MELI
2023-09-19,1342.6400146484375,634000.0,MELI
2023-09-20,1326.3399658203125,412800.0,MELI
2023-09-21,1293.280029296875,358000.0,MELI
2023-09-22,1276.9599609375,280200.0,MELI
2023-09-25,1290.530029296875,202200.0,MELI
2023-09-26,1268.6199951171875,350900.0,MELI
2023-09-27,1256.52001953125,312600.0,MELI
2023-09-28,1274.1400146484375,354300.0,MELI
2023-09-29,1267.8800048828125,348200.0,MELI
2023-10-02,1259.4100341796875,347000.0,MELI
2023-10-03,1228.280029296875,355000.0,MELI
2023-10-04,1231.56005859375,218400.0,MELI
2023-10-05,1214.3800048828125,351600.0,MELI
2023-10-06,1237.530029296875,303300.0,MELI
2023-10-09,1238.3800048828125,160900.0,MELI
2023-10-10,1258.31005859375,301700.0,MELI
2023-10-11,1243.949951171875,312800.0,MELI
2023-10-12,1229.9599609375,279700.0,MELI
2023-10-13,1223.5,213300.0,MELI
2023-10-16,1226.199951171875,257600.0,MELI
2023-10-17,1240.6500244140625,281900.0,MELI
2023-10-18,1211.699951171875,365600.0,MELI
2023-10-19,1179.9599609375,492400.0,MELI
2023-10-20,1169.6700439453125,354400.0,MELI
2023-10-23,1180.1300048828125,279500.0,MELI
2023-10-24,1221.989990234375,362800.0,MELI
2023-10-25,1190.97998046875,345500.0,MELI
2023-10-26,1175.0,407400.0,MELI
2023-10-27,1200.449951171875,498000.0,MELI
2023-10-30,1226.239990234375,428800.0,MELI
2023-10-31,1240.739990234375,477800.0,MELI
2023-11-01,1300.010009765625,918800.0,MELI
2023-11-02,1319.5,958800.0,MELI
2023-11-03,1387.7900390625,734800.0,MELI
2023-11-06,1374.77001953125,454900.0,MELI
2023-11-07,1382.719970703125,390100.0,MELI
2023-11-08,1367.3399658203125,252100.0,MELI
2023-11-09,1341.3800048828125,251900.0,MELI
2023-11-10,1374.3900146484375,258200.0,MELI
2023-11-13,1378.2900390625,230700.0,MELI
2023-11-14,1430.510009765625,469800.0,MELI
2023-11-15,1442.550048828125,322000.0,MELI
2023-11-16,1469.550048828125,422200.0,MELI
2023-11-17,1448.0,503900.0,MELI
2023-11-20,1481.989990234375,413100.0,MELI
2023-11-21,1495.47998046875,352500.0,MELI
2023-11-22,1525.0,448500.0,MELI
2023-11-24,1535.5,281000.0,MELI
2023-11-27,1599.2099609375,681100.0,MELI
2023-11-28,1589.0899658203125,635900.0,MELI
2023-11-29,1610.5799560546875,425100.0,MELI
2023-11-30,1620.4599609375,488900.0,MELI
2023-12-01,1652.010009765625,377700.0,MELI
2023-12-04,1599.6300048828125,574100.0,MELI
2023-12-05,1584.5999755859375,543500.0,MELI
2023-12-06,1569.25,277600.0,MELI
2023-12-07,1590.93994140625,260400.0,MELI
2023-12-08,1577.97998046875,336600.0,MELI
2023-12-11,1614.699951171875,346100.0,MELI
2023-12-12,1616.9200439453125,311600.0,MELI
2023-12-13,1612.1600341796875,346500.0,MELI
2023-12-14,1603.510009765625,540600.0,MELI
2023-12-15,1606.18994140625,505800.0,MELI
2023-12-18,1619.5699462890625,264400.0,MELI
2023-12-19,1629.989990234375,333300.0,MELI
2023-12-20,1597.43994140625,324300.0,MELI
2023-12-21,1598.3299560546875,398500.0,MELI
2023-12-22,1589.0799560546875,301300.0,MELI
2023-12-26,1576.6400146484375,191000.0,MELI
2023-12-27,1590.8800048828125,200500.0,MELI
2023-12-28,1581.5999755859375,143300.0,MELI
2023-12-29,1571.5400390625,180200.0,MELI
2024-01-02,1529.1600341796875,350200.0,MELI
2024-01-03,1500.0,272400.0,MELI
2024-01-04,1519.3800048828125,436400.0,MELI
2024-01-05,1538.8299560546875,317400.0,MELI
2024-01-08,1575.5999755859375,278600.0,MELI
2024-01-09,1573.3399658203125,189300.0,MELI
2024-01-10,1598.1600341796875,231500.0,MELI
2024-01-11,1591.6800537109375,263400.0,MELI
2024-01-12,1658.5799560546875,444300.0,MELI
2024-01-16,1672.6700439453125,364500.0,MELI
2024-01-17,1635.280029296875,312600.0,MELI
2024-01-18,1661.97998046875,424300.0,MELI
2024-01-19,1726.18994140625,684000.0,MELI
2024-01-22,1756.300048828125,592500.0,MELI
2024-01-23,1759.9100341796875,281300.0,MELI
2024-01-24,1762.699951171875,337100.0,MELI
2024-01-25,1738.800048828125,316600.0,MELI
2024-01-26,1795.800048828125,382700.0,MELI
2024-01-29,1777.4300537109375,359600.0,MELI
2024-01-30,1735.300048828125,300400.0,MELI
2024-01-31,1711.81005859375,295800.0,MELI
2024-02-01,1748.280029296875,250700.0,MELI
2024-02-02,1772.9000244140625,304900.0,MELI
2024-02-05,1774.75,200400.0,MELI
2024-02-06,1710.3900146484375,704200.0,MELI
2024-02-07,1713.8699951171875,442800.0,MELI
2024-02-08,1732.8299560546875,297600.0,MELI
2024-02-09,1742.260009765625,379800.0,MELI
2024-02-12,1733.22998046875,242100.0,MELI
2024-02-13,1706.239990234375,325100.0,MELI
2024-02-14,1746.3699951171875,290500.0,MELI
2024-02-15,1771.8299560546875,300300.0,MELI
2024-02-16,1768.780029296875,354200.0,MELI
2024-02-20,1740.010009765625,371900.0,MELI
2024-02-21,1737.77001953125,325700.0,MELI
2024-02-22,1817.97998046875,711900.0,MELI
2024-02-23,1629.3199462890625,1858200.0,MELI
2024-02-26,1610.1300048828125,631600.0,MELI
2024-02-27,1607.43994140625,480500.0,MELI
2024-02-28,1579.489990234375,330200.0,MELI
2024-02-29,1595.300048828125,519400.0,MELI
2024-03-01,1612.75,379100.0,MELI
2024-03-04,1560.0799560546875,543500.0,MELI
2024-03-05,1527.2900390625,481100.0,MELI
2024-03-06,1525.5899658203125,672500.0,MELI
2024-03-07,1529.93994140625,348800.0,MELI
2024-03-08,1512.5,378900.0,MELI
2024-03-11,1547.3199462890625,385700.0,MELI
2024-03-12,1545.56005859375,314500.0,MELI
2024-03-13,1550.6199951171875,300700.0,MELI
2024-03-14,1561.27001953125,333000.0,MELI
2024-03-15,1499.510009765625,631800.0,MELI
2024-03-18,1509.050048828125,300900.0,MELI
2024-03-19,1519.43994140625,296000.0,MELI
2024-03-20,1528.8399658203125,324500.0,MELI
2024-03-21,1555.68994140625,497900.0,MELI
2024-03-22,1571.989990234375,266400.0,MELI
2024-03-25,1550.0699462890625,269100.0,MELI
2024-03-26,1537.4599609375,327500.0,MELI
2024-03-27,1522.6500244140625,288400.0,MELI
2024-03-28,1511.9599609375,261900.0,MELI
2024-04-01,1528.949951171875,326700.0,MELI
2024-04-02,1512.510009765625,228100.0,MELI
2024-04-03,1504.97998046875,205700.0,MELI
2024-04-04,1487.81005859375,252000.0,MELI
2024-04-05,1501.719970703125,291700.0,MELI
2024-04-08,1488.5799560546875,230600.0,MELI
2024-04-09,1495.010009765625,255300.0,MELI
2024-04-10,1478.0,251600.0,MELI
2024-04-11,1507.56005859375,286800.0,MELI
2024-04-12,1444.1400146484375,539400.0,MELI
2024-04-15,1415.8800048828125,627100.0,MELI
2024-04-16,1397.8800048828125,364700.0,MELI
2024-04-17,1397.8599853515625,448600.0,MELI
2024-04-18,1370.25,391400.0,MELI
2024-04-19,1356.4300537109375,359400.0,MELI
2024-04-22,1368.22998046875,389300.0,MELI
2024-04-23,1395.0,418100.0,MELI
2024-04-24,1370.0,301300.0,MELI
2024-04-25,1363.8299560546875,211300.0,MELI
2024-04-26,1406.0,443300.0,MELI
2024-04-29,1438.3599853515625,334300.0,MELI
2024-04-30,1458.699951171875,548000.0,MELI
2024-05-01,1456.510009765625,526300.0,MELI
2024-05-02,1505.989990234375,696000.0,MELI
2024-05-03,1630.56005859375,1346800.0,MELI
2024-05-06,1653.8499755859375,601900.0,MELI
2024-05-07,1688.68994140625,497000.0,MELI
2024-05-08,1716.780029296875,485300.0,MELI
2024-05-09,1695.4000244140625,473900.0,MELI
2024-05-10,1693.969970703125,230100.0,MELI
2024-05-13,1677.3399658203125,247900.0,MELI
2024-05-14,1683.9100341796875,323000.0,MELI
2024-05-15,1718.5,254200.0,MELI
2024-05-16,1739.1500244140625,338600.0,MELI
2024-05-17,1749.1700439453125,274900.0,MELI
2024-05-20,1787.72998046875,313300.0,MELI
2024-05-21,1772.0699462890625,278500.0,MELI
2024-05-22,1736.780029296875,341300.0,MELI
2024-05-23,1707.4000244140625,368400.0,MELI
2024-05-24,1693.5699462890625,375400.0,MELI
2024-05-28,1708.0,254700.0,MELI
2024-05-29,1709.8599853515625,270300.0,MELI
2024-05-30,1699.949951171875,341300.0,MELI
2024-05-31,1725.5799560546875,456200.0,MELI
2024-06-03,1693.1400146484375,300400.0,MELI
2024-06-04,1630.6500244140625,380400.0,MELI
2024-06-05,1604.9000244140625,447200.0,MELI
2024-06-06,1621.0899658203125,366600.0,MELI
2024-06-07,1600.1600341796875,292700.0,MELI
2024-06-10,1601.8800048828125,181400.0,MELI
2024-06-11,1580.0,192100.0,MELI
2024-06-12,1599.3399658203125,283700.0,MELI
2024-06-13,1580.530029296875,251100.0,MELI
2024-06-14,1582.1400146484375,223100.0,MELI
2024-06-17,1559.22998046875,313400.0,MELI
2024-06-18,1573.4000244140625,250700.0,MELI
2024-06-20,1585.030029296875,264200.0,MELI
2024-06-21,1600.050048828125,307000.0,MELI
2024-06-24,1582.8599853515625,244600.0,MELI
2024-06-25,1642.280029296875,261600.0,MELI
2024-06-26,1678.9599609375,315300.0,MELI
2024-06-27,1660.8900146484375,250600.0,MELI
2024-06-28,1643.4000244140625,249600.0,MELI
2024-07-01,1597.5999755859375,337600.0,MELI
2024-07-02,1596.47998046875,297400.0,MELI
2024-07-03,1591.43994140625,207700.0,MELI
2024-07-05,1658.9599609375,354400.0,MELI
2024-07-08,1683.75,310500.0,MELI
2024-07-09,1722.050048828125,349000.0,MELI
2024-07-10,1703.550048828125,268100.0,MELI
2024-07-11,1708.6500244140625,258800.0,MELI
2024-07-12,1761.219970703125,335200.0,MELI
2024-07-15,1743.989990234375,376500.0,MELI
2024-07-16,1720.4300537109375,265100.0,MELI
2024-07-17,1670.0899658203125,378000.0,MELI
2024-07-18,1623.260009765625,270400.0,MELI
2024-07-19,1649.989990234375,174100.0,MELI
2024-07-22,1687.3800048828125,193900.0,MELI
2024-07-23,1692.22998046875,217700.0,MELI
2024-07-24,1642.550048828125,240300.0,MELI
2024-07-25,1625.1500244140625,278700.0,MELI
2024-07-26,1651.68994140625,169000.0,MELI
2024-07-29,1621.4000244140625,217900.0,MELI
2024-07-30,1626.1500244140625,327100.0,MELI
2024-07-31,1668.9000244140625,375400.0,MELI
2024-08-01,1606.06005859375,624500.0,MELI
2024-08-02,1776.1400146484375,958300.0,MELI
2024-08-05,1776.0,725400.0,MELI
2024-08-06,1810.3900146484375,486500.0,MELI
2024-08-07,1859.699951171875,587100.0,MELI
2024-08-08,1869.4000244140625,345100.0,MELI
2024-08-09,1883.6199951171875,232900.0,MELI
2024-08-12,1901.8199462890625,186900.0,MELI
2024-08-13,1916.199951171875,315200.0,MELI
2024-08-14,1898.5699462890625,272900.0,MELI
2024-08-15,1996.43994140625,519000.0,MELI
2024-08-16,1977.969970703125,245100.0,MELI
2024-08-19,2028.0,402100.0,MELI
2024-08-20,2005.6600341796875,225600.0,MELI
2024-08-21,2007.4599609375,238900.0,MELI
2024-08-22,1988.8299560546875,191500.0,MELI
2024-08-23,2000.31005859375,162700.0,MELI
2024-08-26,2004.699951171875,181700.0,MELI
2024-08-27,2036.2099609375,272400.0,MELI
2024-08-28,1995.1700439453125,251500.0,MELI
2024-08-29,2015.7900390625,199200.0,MELI
2024-08-30,2061.659912109375,384400.0,MELI
2024-09-03,1990.1700439453125,377200.0,MELI
2024-09-04,1991.5899658203125,167900.0,MELI
2024-09-05,2038.1800537109375,218700.0,MELI
2024-09-06,1986.050048828125,304400.0,MELI
2024-09-09,2029.9100341796875,229900.0,MELI
2024-09-10,2017.5799560546875,198600.0,MELI
2024-09-11,2045.8800048828125,323500.0,MELI
2024-09-12,2140.10009765625,435900.0,MELI
2024-09-13,2122.3701171875,256700.0,MELI
2024-09-16,2105.510009765625,264600.0,MELI
2024-09-17,2074.260009765625,283900.0,MELI
2024-09-18,2102.639892578125,218900.0,MELI
2024-09-19,2109.39990234375,360800.0,MELI
2024-09-20,2103.75,319400.0,MELI
2024-09-23,2102.6298828125,226500.0,MELI
2024-09-24,2111.0,303100.0,MELI
2024-09-25,2131.2900390625,234900.0,MELI
2024-09-26,2100.2099609375,328900.0,MELI
2024-09-27,2064.7099609375,321200.0,MELI
2024-09-30,2051.9599609375,398600.0,MELI
2024-10-01,2066.1201171875,349100.0,MELI
2024-10-02,1970.719970703125,514600.0,MELI
2024-10-03,1959.199951171875,243200.0,MELI
2024-10-04,1960.0,315800.0,MELI
2024-10-07,1963.22998046875,252000.0,MELI
2024-10-08,2014.22998046875,268900.0,MELI
2024-10-09,2047.989990234375,274700.0,MELI
2024-10-10,2040.5,197300.0,MELI
2024-10-11,2091.159912109375,343000.0,MELI
2024-10-14,2079.9599609375,201700.0,MELI
2024-10-15,2033.6199951171875,330700.0,MELI
2024-10-16,2046.469970703125,230300.0,MELI
2024-10-17,2065.8701171875,199700.0,MELI
2024-10-18,2079.7900390625,229900.0,MELI
2024-10-21,2100.580078125,217200.0,MELI
2024-10-22,2067.820068359375,188600.0,MELI
2024-10-23,2038.699951171875,163600.0,MELI
2024-10-24,2055.929931640625,130900.0,MELI
2024-10-25,2047.3499755859375,217100.0,MELI
2024-10-28,2056.090087890625,286200.0,MELI
2024-10-29,2026.5699462890625,338400.0,MELI
2024-10-30,2020.719970703125,366600.0,MELI
2024-10-31,2037.1800537109375,324100.0,MELI
2024-11-01,2054.89990234375,344800.0,MELI
2024-11-04,2063.699951171875,249700.0,MELI
2024-11-05,2090.010009765625,287300.0,MELI
2024-11-06,2117.300048828125,508900.0,MELI
2024-11-07,1774.050048828125,2966800.0,MELI
2024-11-08,1872.010009765625,1356900.0,MELI
2024-11-11,1961.1600341796875,987200.0,MELI
2024-11-12,1977.3900146484375,637100.0,MELI
2024-11-13,1930.949951171875,456100.0,MELI
2024-11-14,1876.199951171875,547000.0,MELI
2024-11-15,1880.0,463700.0,MELI
2024-11-18,1916.1199951171875,359900.0,MELI
2024-11-19,1916.510009765625,342900.0,MELI
2024-11-20,1931.260009765625,439300.0,MELI
2024-11-21,1968.1500244140625,385500.0,MELI
2024-11-22,2005.0,414200.0,MELI
2024-11-25,2099.949951171875,655900.0,MELI
2024-11-26,2110.0,393000.0,MELI
2024-11-27,2044.760009765625,282300.0,MELI
2024-11-29,1985.1700439453125,374200.0,MELI
2024-12-02,1952.43994140625,384800.0,MELI
2024-12-03,1929.489990234375,299500.0,MELI
2024-12-04,1987.4300537109375,367400.0,MELI
2024-12-05,1984.949951171875,325500.0,MELI
2024-12-06,1947.1800537109375,311000.0,MELI
2024-12-09,1844.300048828125,584200.0,MELI
2024-12-10,1879.1800537109375,393100.0,MELI
2024-12-11,1897.8699951171875,283200.0,MELI
2024-12-12,1870.77001953125,231900.0,MELI
2024-12-13,1823.8599853515625,411200.0,MELI
2024-12-16,1796.719970703125,562900.0,MELI
2024-12-17,1809.1199951171875,559600.0,MELI
2024-12-18,1716.3800048828125,773900.0,MELI
2024-12-19,1666.0,930400.0,MELI
2024-12-20,1720.3599853515625,717600.0,MELI
2024-12-23,1729.8499755859375,502500.0,MELI
2024-12-24,1743.2900390625,104900.0,MELI
2024-12-26,1732.760009765625,156000.0,MELI
2024-12-27,1725.469970703125,183700.0,MELI
2024-12-30,1721.800048828125,241800.0,MELI
2024-12-31,1700.43994140625,173200.0,MELI
2025-01-02,1765.0,392000.0,MELI
2025-01-03,1834.1700439453125,519600.0,MELI
2025-01-06,1799.4200439453125,365500.0,MELI
2025-01-07,1771.219970703125,307400.0,MELI
2025-01-08,1739.0,388800.0,MELI
2025-01-10,1758.77001953125,364800.0,MELI
2025-01-13,1740.0,298600.0,MELI
2025-01-14,1753.6099853515625,240200.0,MELI
2025-01-15,1838.1500244140625,364000.0,MELI
2025-01-16,1837.1800537109375,242000.0,MELI
2025-01-17,1836.0,245100.0,MELI
2025-01-21,1834.510009765625,262800.0,MELI
2025-01-22,1818.489990234375,402800.0,MELI
2025-01-23,1828.72998046875,267800.0,MELI
2025-01-24,1843.449951171875,325000.0,MELI
2025-01-27,1846.0,355800.0,MELI
2025-01-28,1895.530029296875,351700.0,MELI
2025-01-29,1889.760009765625,181800.0,MELI
2025-01-30,1947.3199462890625,486900.0,MELI
2025-01-31,1922.18994140625,280700.0,MELI
2025-02-03,1908.9000244140625,426500.0,MELI
2025-02-04,1966.4100341796875,376600.0,MELI
2025-02-05,1975.18994140625,212200.0,MELI
2025-02-06,2012.800048828125,304800.0,MELI
2025-02-07,1996.6500244140625,331300.0,MELI
2025-02-10,2042.219970703125,246000.0,MELI
2025-02-11,2035.1800537109375,315200.0,MELI
2025-02-12,2016.72998046875,350800.0,MELI
2025-02-13,2066.14990234375,294300.0,MELI
2025-02-14,2109.989990234375,355400.0,MELI
2025-02-18,2098.75,364600.0,MELI
2025-02-19,2075.7900390625,413700.0,MELI
2025-02-20,2110.469970703125,731500.0,MELI
2025-02-21,2260.0,1257200.0,MELI
2025-02-24,2223.35009765625,513900.0,MELI
2025-02-25,2168.60009765625,527900.0,MELI
2025-02-26,2197.639892578125,478500.0,MELI
2025-02-27,2129.800048828125,433000.0,MELI
2025-02-28,2121.8701171875,457400.0,MELI
2025-03-03,2070.409912109375,358700.0,MELI
2025-03-04,2059.8701171875,317300.0,MELI
2025-03-05,2112.77001953125,333000.0,MELI
